title,category,body
Orang Menggelinding Turuni Bukit dengan Ban Dalam,disinformasi,"Beredar informasi di media sosial Twitter yang menyebutkan seorang pemuda yang menggelinding menuruni bukit dengan ban dalam. Fakyanya setelah ditelusuri, unggahan tersebut pernah dilansir oleh pencari fakta hoaxorfact.com yang mengulas video itu pada 25 November 2019. Bahwa video yang ramai dibicarakan sejak Agustus 2018 tersebut tidak nyata, dan merupakan iklan Volkswagen Polo. Iklan itu bermaksud menunjukkan bahwa mobil bisa berhenti (mengerem) tepat waktu dan menghindari kecelakaan."
"Presidennya Sudah Dilantik, Kotak Suaranya Baru Dibuka",disinformasi,"Sebuah akun Facebook membagikan berita terkait pembongkaran kotak suara pemilu 2019 yang dilakukan oleh KPU Kota Surakarta pada 2 Desember 2019 dengan menuliskan narasi berbunyi ""presidennya udah dilantik kotak suaranya baru dibuka"".Dilansir dari jateng.antaranews.com, pembongkaran kotak suara pemilu 2019 yang dilakukan oleh Komisi Pemilihan Umum Kota Surakarta di Solo adalah untuk diarsipkan. Menurut Ketua KPU Nurul Sutarti, surat suara adalah dokumen yang harus diarsipkan sesuai dengan ketentuan Peraturan KPU No.35/2018, terkait dengan pengelolaan logistik surat suara mulai bisa diarsipkan setelah selama satu bulan pengambilan sumpah jabatan baik itu Presiden, wakil Presiden RI, anggota DPR/DPD, DPRD Provinsi maupun kota. KPU Kota Surakarta dalam membuka kotak suara sesuai aturan dengan mengundang Bawaslu dan Polresta Surakarta untuk menjadi sanksi. Dengan demikian narasi yang menyebutkan bahwa kotak suara baru dibuka sementara Presidennya sudah dilantik adalah narasi yang disinformatif dan rentan menimbulkan tafsir yang keliru."
“Mengapa Canada Menolak Menghilangkan Babi dari Menu Makanan Sekolah?”,hoaks,"Kabar negara Kanada menolak menghilangkan daging babi dari menu makanan sekolah menjadi viral di media sosial terutama Facebook. Alasan penolakan tersebut karena pemerintah menilai agama harus tetap berada dalam wilayah pribadi dan menolak konsesi apapun terhadap Islam dan Syariah.Faktanya, informasi terkait alasan Kanada tolak menghilangkan daging babi dari menu makanan sekolah adalah tidak benar. Kabar tersebut merupakan kabar hoaks yang berulang kali muncul sejak tahun 2013. Diketahui, selain Dorval (Kanada), pernah juga disebut di Belgia dan Australia."
TPNPB-OPM Tembak 2 Anggota TNI,hoaks,"Telah beredar informasi di media sosial Facebook berisi laporan dari Tentara Pembebasan Nasional Papua Barat Organisasi Papua Merdeka yang telah menembak 2 anggota TNI pada Sabtu 30 November 2019.Faktanya, dilansir dari kalteng.tribunnews.com Kepala Penerangan Kodam (Kapendam) XVII Cenderawasih Kolonel CPL Eko Daryanto mengatakan pernyataan yang dikeluarkan TPNPB-OPM tersebut tidak benar."
Pabrik Ekstasi di Tasikmalaya Semua Pelakunya China,disinformasi,"Telah beredar sebuah postingan yang berisi video penggerebekan pabrik ekstasi di Tasikmalaya yang diklaim semua pelakunya berasal dari China.Faktanya setelah dilakukan lebih lanjut hal tersebut tidak benar karena dikutip darikompas.com sembilan pelaku yang ditangkap pada penggrebekan yang dilakukan BNN dan Mabe Polri terkait pabrik narkoba di Kecamatan Kawalu, Kota Tasikmalaya tidak ada satupun pelaku yang berasal dari China."
Bus Transjakarta Menerobos Lampu Merah Hingga Menyebabkan Kecelakaan,disinformasi,"Beredar sebuah postingan video kecelakaan bus Transjakarta di media sosial Instagram, dalam narasinya menyatakan bahwa bus Transjakarta tersebut menerobos lampu merah hingga menyebabkan kecelakaan.Faktanya, Kepala Divisi Sekretaris Korporasi dan Humas Transjakarta Nadia Diposanjoyo menyatakan bahwa yang menerobos lampu merah adalah pengendara motor. Tabrakan terjadi karena motor melakukan rem mendadak dan menabrak bus."
Waspada Binatang Transparan Hidup dmfffalam Air Minuman,hoaks,"Beredar unggahan artikel berjudul “waspada binatang ini hidup dalam air minum anda”. Dalam artikel tersebut disertai gambar makhluk kecil bertubuh panjang, transparan, dengan kepala yang sekilas mirip ikan atau belut.Faktanya binatang tersebut adalah larva belut laut atau anggota Super-ordo Elopomorpha yang hidup di lautan, bukan di sungai atau bendungan di mana air keran berasal."
@Tokopediacare Mulai Pakai Bahasa Arab,disinformasi,"Sebuah akun Twitter membagikan foto tangkapan layar sebuah Tweet dari@TokopediaCare, dimana dalam tweet tersebut@TokopediaCare menggunakan kata ""ana"". Penggunaan kata ""ana"" tersebut dipertanyakan apakah@TokpediaCare sudah mulai menggunakan bahasa Arab.Hal itu langsung dibantah oleh@TokopediaCare.  Melalui ciutanya, akun@TokopediaCare menulis “Duh mimin sedih, temen mimin, Ana, disangka yang engga-engga sama banyak orang nih. Mohon maaf teman-teman, mimin bisa jelasin nama Ana lengkapnya Silviana, tim@tokopediacare juga yaa"". TokopediaCare menjawab bahwa kata ""ana"" dalam Tweetnya tersebut merupakan nama panggilan dari Silviana, bukan ""ana"" dalam bahasa Arab."
Jalur yang Menghubungkan Tiongkok-Pakistan Sepanjang 880 KM,disinformasi,"Beredar unggahan foto oleh akun Media sosial Facebook dengan disertai keterangan jalur yang menghubungkan Tiongkok-Pakistan sepanjang 880 KM yang disebut sebagai keajaiban dunia ke 8, dan proyek ini telah menewaskan 700 orang pekerja Tiongkok-Pakistan.Faktanya, setelah ditelusuri, ternyata foto tersebut bukanlah jalan penghubung Tiongkok–Pakistan. Melainkan jalan bebas hambatan Yaxi yang menghubungkan Ya’an ke Xinchang di Tiongkok, dan panjangnya 240 kilometer bukan 880 kilometer."
"Imunisasi Sebaiknya ke Dokter Spesialis Anak, Jangan ke Posyandu",disinformasi,"Beredar sebuah unggahan di sosial media Facebook sebuah informasi mengenai suntik imunisasi. Dalam unggahan tersebut dijelaskan bahwa imunisasi bayi ke dokter spesialis anak lebih bagus dari pada ke posyandu.Mengenai kabar yang beredar tersebut, melansir dariLiputan6.com yang telah menkonfirmasi langsung kepada Ketua Indonesia Influenza Foundation (IIF), Prof dr Cissy B Kartasasmita, SpA(K), PhD, ia menjelaskan baik bidan maupun perawat yang ada di posyandu sudah diajarkan menyuntik vaksin dengan benar sehingga mereka pasti tahu bahwa tidak boleh asal suntik. Dalam wawancara Cissy mengatakan ""Kecuali, kalau kurang dalam, kurang bersih atau kurang kurang steril kali ya maksudnya, itu bisa saja tapi kayaknya tidak mungkin"". Karena dalam menyuntik pasien ada prosedurnya."
"Foto Ahok Bersama 2 Wanita, Ini Alasanya Kenapa Alexis Dipertahankan",hoaks,"Beredar luas sebuah foto yang memperlihatkan sosok Ahok tengah diapit dua orang wanita. Foto tersebut disertai narasi yang mengaitkannya dengan Alexis. Dalam unggahan sebuah akun Facebook foto tersebut dibagikan kembali dengan narasi provokatif dan dikaitkan dengan isu akan diangkatnya Ahok sebagai Direksi salah satu BUMN.Faktanya, setelah ditelusuri foto tersebut adalah hasil editan photoshop. Dua wanita yang tampak mengapit Ahok adalah artis Luar Negeri yaitu Megan Fox dan Miley Cyrus yang dipotong dan diedit sedemikian rupa lalu digabungkan dengan foto Ahok."
Polres Bontang akan Melaksanakan Operasi Cipta Kondisi dengan Skala Besar Mulai 15 - 21 November 2019,hoaks,"Beredar informasi melalui Broadcast WhatsApp yang menyebutkan Polres Bontang akan melaksanakan Operasi Cipta Kondisi dengan skala besar mulai tanggal 15 - 21 November 2019. Isi pesannya meminta kepada seluruh ketua RT/RW dan warga yang mempunyai anak usia remaja atau mahasiswa untuk menghindari kegiatan yang sifatnya berkelompok baik di dalam ruangan maupun di jalan.Menanggapi informasi tersebut, Kapolres Bontang AKBP Boyke Karel Wattimena melalui Kasubag Humas Iptu Suyono, mengatakan kabar itu tidak benar atau hoaks. Pihaknya memang telah melakukan rapat tadi pagi (15/11/2019), akan tetapi koordinasi untuk acara penyambutan Kapolres Bontang, serta melaksanakan gladi persiapan acara itu.Dia menjelaskan, kegiatan cipta kondisi itu adalah kegiatan kepolisian yang ditingkatkan kuantitas dan kualitasnya, sebagai langkah pencegahan dan mengantisipasi gangguan kamtibmas maupun tindak kejahatan jalan. Kegiatan itu dilaksanakan saat menghadapi kegiatan skala nasional, seperti menjelang lebaran, tahun baru, dan saat pemilihan umum (Pemilu). “Nanti mungkin kalau akhir tahun ada perintah cipta kondisi. Kalau ini belum ada, tidak ada (kegiatan) apa - apa,” ujarnya."
Mahfud MD Akan Jemput Rizieq Shihab ke Arab Saudi,hoaks,"Diunggah oleh salah satu akun Facebook, sebuah informasi yang memberikan keterangan bahwa (Menko Polhukam) Mahfud MD akan menjemput Imam Besar FPI Habib Rizieq Shihab (HRS) ke Arab Saudi unggahan tersebut menyertakan link artikel yang diunggah olehtribunind.blogspot.com dengan judul ""Mahfud MD: Jika Tidak Ada Yang Jemput Guru Saya, Biar Saya Saja Yang Jemput HRS"".Faktanya berdasarkan penelusuran diketahui bahwa artikel pada unggahan tersebut merupakan hasil suntingan dari artikel berita yang diunggah media daring onlinejitunews.com dengan judul ""Disebut Akrab dengan Habib Rizieq, Ini Kata Mahfud MD"". Dan diketahui pula bahwa situstribunind.blogspot.com tidak memiliki sumber yang kredibel. Adapun klaim mengenai Menko Polhukam Mahfud MD akan menjemput HRS pada unggahan tersebut adalah tidak benar."
Video Ma'ruf Amin “Ahok Harus Kita Habisi”,disinformasi,"Beredar di sosial media sebuah unggahan video menampilkan Ma'ruf Amin dengan narasi “Ahok sumber konflik, bangsa ini akan konflik,tidak akan berhenti kalau Ahok tidak di... maka itu Ahok harus kita habisi.” Postingan tersebut beredar pada tanggal 15 November 2019.Setelah ditelusuri, video tersebut adalah video lama. Dilansir dari Tempo.co, video tersebut merupakan pernyataannya sebelum penetapan paslon di pemilihan presiden 2019.  Ma'ruf Amin memberikan klarifikasi melalui Cnnindonesia.com bahwa video itu diambil ketika para ulama mengajaknya untuk mendukung Gubernur DKI Jakarta, Anies Baswedan untuk maju sebagai calon presiden RI di Pilpres 2019. Ma'ruf Amin menjelaskan kenapa ia berkata begitu karena Pak Jokowi mau disamakan dengan Ahok. Menurutnya, Jokowi tidak bisa disamakan dengan Ahok, karena Jokowi bukan sumber konflik. Ma'ruf juga menegaskan video itu di unggah ke media sosial dalam keadaan tidak utuh. Ia menyatakan bahwa masyarakat akan mengerti konteks pembicaraannya apabila videonya di unggah secara utuh."
Menhan: Wajib Militer Ampuh Menangkal Bangkitnya PKI,hoaks,"Beredar di media sosial Facebook Informasi yang mengklaim bahwa Menteri Pertahanan, Prabowo Subianto menyebut wajib militer ampuh untuk menangkal bangkitnya Partai Komunis Indonesia (PKI). Informasi itu berasal dari situs berbasis blog dengan artikel yang berjudul ""Menhan: Wajib Militer Ampuh Menangkal Bangkitnya PKI"".Faktanya setelah ditelusuri cekfakta.tempo.co bahwa Menhan Prabowo Subianto menyebut wajib militer ampuh untuk menangkal bangkitnya PKI merupakan klaim yang keliru. Artikel pada blog tersebut memuat klaim itu berasal dari berita di Medcom.id yang berjudul “Wajib MIliter Ampuh Menangkal Radikalisme”. Namun, judul dan paragraf berita itu telah diubah oleh blog tersebut. Narasumber berita Medcom.id pun bukan Prabowo, melainkan pengamat intelijen, Stanislaus."
Poin-poin Proses Pembelajaran Kurikulum 2020,hoaks,"Telah beredar informasi di media sosial yang berisi mengenai sejumlah poin yang disebut sebagai pembelajaran Kurikulum tahun 2020.Setelah ditelusuri, ditemukan fakta bahwa informasi terkait poin pembelajaran Kurikulum 2020 adalah keliru. Dilansir dari cekfakta.tempo.co, gambar yang memuat sejumlah poin yang diklaim sebagai proses pembelajaran Kurikulum 2020 merupakan meme bernada satire yang telah beredar sejak 2015. Pada tahun ajaran 2019/2020, kurikulum yang diberlakukan oleh Kemendikbud adalah Kurikulum 2013 (K-13). Dengan demikian, unggahan tersebut adalah menyesatkan."
Menag akan Ganti Ayat-ayat Al Quran,disinformasi,"Beredar informasi artikel di tribunind.blogspot.com yang menarasikan bahwa ""Menag akan Ganti Ayat-Ayat Alquran"".Faktanya, bahwa yang dimuat di situs tribunind.blogspot.com merupakan hasil salinan dari artikel media daring Tirto.id yang berjudul ""Cegah ""Radikalisme"", Kemenag akan Ganti Buku Pendidikan Agama Islam"". Namun dilakukan pemelintiran  sehingga maknanya tidak benar."
Bahaya Parasit di Mulut Ikan,disinformasi,"Beredar Informasi di media sosial yang dibagikan oleh akun facebook yang menyatakan bahwa hati-hati dengan ikan parasit yang serangga berada pada mulut dan berbahaya bagi manusia.Faktanya, menurut laporan oleh peneliti Ernest H. Williams dari Department of Marine Sciences, University of Puerto Rico, mengatakan bahwa parasit Cymothoa dulu pernah menjadi subjek tuntutan konsumen pada supermarket karena dianggap membuatnya sakit. Namun tuntutan tersebut  gugur karena parasit tidak terbukti beracun bagi manusia. Dan Isopod diketahui tidak beracun bagi manusia, beberapa bahkan dikonsumsi rutin, jadi bahan makanan."
"Foto ""Chaiyut Kaewplang""",disinformasi,"Beredar informasi di media sosial foto yang ada dalam sebuah artikel diklaim sebagai foto Chaiyut Kaewplang Direktur Institut Arthritis dan Direktur Asosiasi Medis yang sedang berdiskusi tentang pengembangan obat baru.Setelah ditelusuri lebih lanjut, faktanya dalam foto tersebut bukanlah Chaiyut Kaewplang, melainkan jurnalis dan sarjana Indonesia Profesor Dr. Tjipta Lesmana yang sedang memberikan kuliah tentang prospek baru Hubungan Indonesia-Rusia di MGIMO."
Makanan Rekayasa Genetika GMO (Genetically Modified Organisms) Berbahaya,hoaks,"Beredar postingan di media sosial Facebook berisi informasi makanan tempe berwarna yang berubah warna dari putih menjadi kecoklatan dan menyebutkan bahwa bahan baku tempe putih itu dari kedelai GMO (Genetically Modified Organisms) atau transgenik.Dilansir dari liputan6.com, produk makanan atau pangan rekayasa genetika ternyata tidak berbahaya untuk kesehatan termasuk kedelai yang merupakan bahan baku tempe. Isu tersebut juga diluruskan oleh POM dan Balai Besar Litbang Bioteknologi dan Sumber Daya Genetika Pertanian."
Bintang KPop Seolhyun Cuma Makan Ubi Demi Tubuh Ideal,hoaks,"Sebuah poster tentang diet yang dilakukan Bintang Kpop Seolhyun beredar pada media sosial khususnya tersebar pada grup-grup netizen indonesia yang mengidolakan bintang Kpop tersebut dengan klaim bahwa Seolhyun hanya memakan ubi jalar, dada ayam, dan telur rebus demi menjaga bentuk tubuh yang ideal.Faktanya informasi pada poster tersebut adalah tidak tepat. Menurut berita yang dilansir health.detik.com dijelaskan bahwa Seolhyun mengklarifikasi bahwa dirinya makan apa saja, tidak seketat menu diet yang sudah beredar di atas. Dia juga tetap makan pizza atau sashimi dan banyak berolahraga."
Dwayne 'The Rock' Johnson Meninggal Saat Syuting,hoaks,"Beredar kabar di media sosial yang menyebutkan Dwayne Johnson meninggal dunia saat menjalani syuting. Hal itu pun menjadi viral di media sosial dengan mengutip sebuah berita dari BBC yang berjudul, ""Dwayne 'The Rock' Johnson Meninggal di Usia 47 Tahun setelah gagal melakukan aksinya"".Setelah ditelusuri informasi tersebut adalah tidak benar atau hoaks. Kabar bohong itu juga menyertakan link yang mengarah pada sebuah situs hoaks. Di BBC sendiri, tidak ada berita yang mengabarkan bahwa Dwayne Johnson meninggal dunia. Di media sosial pribadinya, aktor Jumanji tersebut masih aktif memperbarui statusnya. Di laman feed-nya, Dwayne Johnson bahkan terlihat mengunggah beberapa postingan promo film Jumanji."
Penjualan Handphone Mengatasnamakan Bea Cukai,hoaks,"Telah beredar postingan di media sosial Facebook yang menyajikan informasi mengenai adanya penjualan telepon genggam yang mengatasnamakan Direktorat Jenderal Bea Cukai dengan harga yang murah.Setelah ditelusuri, ditemukan fakta bahwa informasi tersebut adalah tidak benar. Hal tersebut dibantah oleh pihak Bea Cukai dalam postingannya di akun Twitter resminya yang mengatakan bahwa untuk selalu waspadai terhadap praktik-praktik penipuan yang mengatasnamakan Bea Cukai.  Untuk menghindari terjadinya penipuan, informasi mengenai lelang resmi Bea Cukai dapat dilihat dari  laman http://www.lelangdjkn.kemenkeu.go.id  atau dapat menghubungi Call Center DJKN di 1500991."
Ibu Hamil Tidak Boleh Cabut Gigi,disinformasi,"Beredar mitos palsu di kalangan masyarakat yang menyebutkan bahwa mencabut gigi saat hamil tidak diperbolehkan karena berbahaya dan akan berdampak buruk bagi kehamilan.Faktanya, dilansir dariSuara.com, Dr.drg.R.M.Sri Hananto Seno,Sp.BM(K).,MM mengatakan bahwa mencabut gigi untuk ibu hamil pada dasarnya tidak berbahaya, selama si ibu tidak mengejan dan tidak merespon berlebihan saat gigi dicabut, karena khawatir memicu kontraksi dan bayi akan lahir prematur. drg.Muhammad Ruslin,M.Kes.,SpBM(K).,PhD melalui YoutubeTribuntimur.com juga turut menjelaskan bahwa penanganan pencabutan gigi tetap bisa dilakukan tindakan karena  pada ibu hamil ada beberapa kondisi dimana mudah terjadi infeksi pada gigi dan gusi karena pengaruh hormonal, adapun pencabutan gigi dapat dilakukan pada kehamilan memasuki minimal trimester kedua dengan penanganan khusus dan juga sudah di approve oleh dokter kandungan."
Robot Militer Baru untuk Mengakhiri Prajurit di Angkatan Darat,hoaks,"Telah beredar sebuah video yang memperlihatkan Robot Militer baru membuat prajurit menjadi usang, mengklaim bahwa itu akan segera menjadi milik Angkatan Darat. Video ini menunjukkan robot bentuk manusia yang bergerak cepat dan menembak target dengan presisi sempurna.Setelah ditelusuri lebih lanjut, faktanya dalam video tersebut bukanlah robot militer baru untuk bergabung dengan Angkatan Darat. Ini sebenarnya adalah pembuatan CGI yang berasal dari efek Visual, studio produksi Corridor Digital yang berbasis di Los Angeles."
Pertolongan Pertama pada Orang yang Tenggelam dengan Cara Menggendong Terbalik Selama 20 Menit,hoaks,"Beredar sebuah video di media sosial Facebook yang menampilkan seorang yang menyelamatkan anak tenggelam dengan cara digendong terbalik dan diajak lari-larian. Video yang diunggah tersebut disertai dengan narasi, ""Pertolongan pertama pada orang yang tenggelam dengan cara digendong terbalik dan berlari-lari selama 20 menit...""Faktanya, dilansir darihealth.detik.com, ahli jantung dr.Vito A Damay,SpJP Rumah Sakit Siloam Hospital Karawaci, menjelaskan bahwa langkah pertama menangani korban tenggelam periksa dulu keadaannya. Apabila korban mengalami henti jantung maka segera lakukan resusitasi jantung paru (RJP), bukan dibawa terbalik begitu karena hanya membuang waktu yang berharga untuk si korban yang masih hidup."
Foto Korban Kecelakaan Kepala Putus di Tenggarong Seberang,disinformasi,"Telah Beredar foto di grup chat WhatsApp memperlihatkan kepala manusia terpisah dari badan yang diakibatkan kecelakaan. Dalam info yang tersebar, disebutkan kecelakaan itu terjadi di Tenggarong Seberang.Faktanya Kapolsek Tenggarong Seberang Iptu Abdul Rauf mengatakan, info tersebut tidak benar. Foto tersebut merupakan kecelakaan yang terjadi di Kabupaten Pinrang, Provinsi Sulawesi Selatan pada Kamis (24/10/2019)."
Seorang Wanita di Medan Meninggal Karena Memakai Krim Pemutih Wajah,disinformasi,"Beredar sebuah postingan di media sosial seorang wanita di Medan meninggal karena memakai krim pemutih.Setelah ditelusuri wanita tersebut meninggal bukan karena memakai krim pemutih. Kepala Ruangan Perinatologi RSUD Pirngadi Medan, Lumiat menyebut Nur meninggal karena kehilangan kesadaran setelah selesai melahirkan seorang anak. Saat dilarikan kerumah sakit kondisi wanita tersebut juga sudah melemah. Selain itu menurut Lumiat wanita yang meninggal setelah melahirkan tersebut masih terlalu muda dan belum matang untuk dibuahi."
"Pembatas Jalan Water Barrier Bergerak Sendiri di Tol Pandaan, Malang",disinformasi,"Telah beredar sebuah postingan yang berisi video pembatas jalan water barrier bergerak sendiri di tol Pandaan, Malang.Faktanya adalah Bukan bergerak sendiri, tapi bergerak karena terkena hembusan angin yang cukup kuat. Hal ini disebabkan oleh water barrier yang bocor mengakibatkan water barrier tersebut kosong. Saat itu terjadi hembusan angin yang cukup kuat, dikarenakan lokasi rest area tersebut merupakan daerah bukit yang digali. Ditambah di sisi selatan terdapat lembah yang terbuka, angin bertambah kencang, jadilah water barrier kosong tersebut terdorong ke arah tengah."
Surat Penerimaan Perwira Prajurit Sukarela TNI,hoaks,"Beredar surat mengatasnamakan Markas Besar Tentara Nasional Indonesia, surat tersebut dikeluarkan di Jakarta pada tanggal 20 Februari 2019. Adapun surat tersebut berisi tentang penerimaan Pa Perwira Karir tahun angkatan 2019.Dilansir dari akun Instagram resmi Puspen TNI @puspentni, surat tersebut tidak benar atau hoaks. Puspen TNI menghimbau untuk tidak mudah percaya dengan berita bohong seperti ini dan apabila ada yang menerima surat tersebut melalui Whatsapp atau pun Email abaikan saja karena pihaknya tidak pernah mengeluarkan surat tersebut."
Akun Facebook Kapolres Serang AKBP Edhi Cahyono,hoaks,"Beredar di media sosial sebuah akun Facebook mengatasnamakan Kapolres Serang yaitu AKBP Edhy Cahyono.Dilansir dari pikiran-rakyat.com, AKBP Edhi Cahyono menegaskan kalau dirinya tidak memakai akun Facebook sehingga dirinya mengingatkan kepada masyarakat agar tidak menanggapi jika akun tersebut melakukan permintaan pertemanan dan chat messenger. Akun tersebut merupakan akun palsu yang mengatasnamakan dirinya dan saat ini sedang dilacak oleh tim cyber. Akun palsu tersebut baru diketahui sekitar dua hari yang lalu dan sudah dilakukan pelacakan pelaku serta motif pembuat akun tersebut."
"Banyak Orang Ditangkap KPK, Lalu Hilang Begitu Saja",disinformasi,"Telah beredar informasi di media sosial yang mengatakan bahwa KPK dengan kerahasiaannya banyak ditutupi, banyak orang ditangkap, lalu hilang begitu saja, dan banyak tersangka yang tidak diproses.Setelah ditelusuri lebih lanjut, KPK telah mengklarifikasi melalui situs resminya di www.kpk.go.id yang menjelaskan bahwa pernyataan tersebut adalah tidak benar. Tidak ada satupun pihak yang ditangkap KPK kemudian hilang, justru KPK selalu menyampaikan informasi mengenai berapa orang yang dibawa saat OTT (Operasi Tangkap Tangan) dan dalam waktu maksimal 24 jam status hukum mereka akan dipastikan. Sehingga pihak yang tidak terlibat dikembalikan. Informasi penahanan dan lokasinya juga disampaikan secara terbuka melalui media massa, bahkan bagi tersangka yang sudah ditahan, ada batas waktu yang jelas sampai dibawa ke Pengadilan."
Hantu Menari di Puncak Pohon,disinformasi,"Telah beredar sebuah video di media sosial yang mengklaim bahwa dalam video tersebut terdapat hantu yang menari di puncak pohon.Setelah ditelusuri lebih lanjut, faktanya klaim tersebut tidak benar. Yang menari di puncak pohon itu bukanlah hantu, melainkan seorang wanita dari Madhya Pradesh (India) yang sedang berdiri, menari  dan berdoa di sana untuk sementara waktu."
Prabowo Sebut yang Tidak Suka Kalimat Tauhid Hadapi Saya,hoaks,"Beredar sebuah foto di media sosial platform Facebook yang memperlihatkan Prabowo yang mengenakan topi bertuliskan kalimat tauhid. Pada sisi kiri foto terdapat narasi bertuliskan ""MENHAN. Hidup di negara PANCASILA harus tau sila PERTAMA yang tidak suka kalimat TAUHID hadapi saya"".Setelah dilakukan penelusuran oleh tim Cek Fakta Medcom.id, foto tersebut merupakan hasil potongan gambar dari foto yang dimuat oleh situs Motifviral.com. Adapun klaim yang menyebut Menhan Prabowo berkata ""Hidup di negara PANCASILA harus tau sila PERTAMA yang tidak suka kalimat TAUHID hadapi saya"" adalah salah. Tidak ada bukti pendukung yang menguatkan narasi itu dan tak bisa dipertanggungjawabkan."
Intel Menyamar sebagai Tukang Bakso,disinformasi,"Beredar berita viral di media sosial mengenai seorang intel atau polisi reserse yang sempat ditugaskan untuk menyamar menjadi tukang bakso.Faktanya berita yang beredar hanya cerita karangan fiktif belaka. Terkait apa yang mendasarinya memposting kisah tersebut, pengunggah mengaku terinspirasi dari viralnya foto seorang penjual bakso yang tengah berkomunikasi dengan handy talky saat mangkal di pinggir jalan.Link Counter:https://style.tribunnews.com/2019/10/12/viral-cuitan-di-twitter-intel-yang-nyamar-jadi-tukang-bakso-lalu-keterusan-ternyata-ini-faktanyahttps://food.detik.com/info-kuliner/d-4743974/viral-kisah-penjual-bakso-eks-intel-ternyata--fiktif-ini-cerita-sebenarny"
Kedelai Meningkatkan Resiko Kanker Payudara,disinformasi,Beredar sebuah postingan di media sosial yang memberikan informasi bahwa kedelai bisa meningkatkan resiko kanker payudara.Faktanya setelah dilakukan penelusuran dilansir dari liputan6.com ahli onkologi medik dr.Aru W Sudoyo membantah anggapan tersebut. Kedelai justru mempunyai manfaat besar dalam mencegah kanker payudara. Karena hormon estrogen yang terkandung pada kedelai mampu memblok (menahan) pertumbuhan sel kanker dan dapat mencegah wanita kena kanker payudara. dr.Aru juga menekankan bahwa hormon yang ada di dalam kedelai (disebut fitoestrogen atau isoflavon) justru memproteksi atau melindungi wanita dari kanker payudara.Link Counter:https://www.liputan6.com/health/read/4082807/kedelai-tingkatkan-risiko-kanker-payudara-mitos-atau-faktahttps://food.detik.com/info-sehat/d-2726093/kedelai-bisa-cegah-kanker-atau-malah-memicu-kanker
Ketua MUI dengan Tegas bahwa BPJS Haram Baik secara Prosedural Maupun Substansial,disinformasi,"Belakangan kembali viral beredar video berita bertajuk fatwa MUI tentang hukum haram BPJS. Sebuah akun di media sosial Facebook juga turut membagikan video tersebut dengan memberi narasi postingan berisi ""Ketua MUI Ma'ruf Amin Dengan Tegas Bahwa BPJS Haram Hukum Baik secara Prosedural Maupun Substansial"".Faktanya video berita dengan judul ""MUI : BPJS Haram Karena Tidak Sesuai Syariah"" merupakan berita lama yakni tahun 2015. Ketika itu tengah terjadi polemik terkait hukum BPJS dalam konteks syariat islam. Berita yang beredar saat itu bahwa Majelis Ulama Indonesia (MUI) mengharamkan BPJS. Namun hal itu telah dibantah oleh MUI, menurut MUI tak ada fatwa haram yang dikeluarkan. Pada 2015 MUI telah memberi penjelasan bahwa teks fatwa yang dikeluarkan terkait BPJS bukanlah ""Haram"", melainkan BPJS yang tengah berjalan ketika itu dinilai tidak sesuai syariah karena masih mengandung unsur riba dan juga ghoror atau tidak jelas akadnya. Adapun pada 2018 Ketua MUI KH Ma’ruf Amin mengatakan BPJS Kesehatan telah siap menjalankan operasionalnya sesuai dengan prinsip-prinsip syariah, sebagaimana Ijtima Ulama 2015. Dengan demikian unggahan yang menyebutkan bahwa MUI mengharamkan BPJS merupakan informasi yang kurang tepat dan tidak relevan dengan fakta yang ada.Link Counter:https://news.detik.com/berita/d-2978630/ijtima-ulama-mui-bpjs-bukan-haram-tapi-tidak-sesuai-syariahhttps://www.cnnindonesia.com/nasional/20150805082558-20-70121/mui-tegaskan-tak-ada-kata-haram-bpjs-kesehatanhttps://nasional.tempo.co/read/1086537/mui-sebut-bpjs-kesehatan-siap-menjalankan-prinsip-syariah/full&view=o"
Inalilahiwainairojiun Telah Meninggal Dunia Bapak Wiranto,hoaks,"Seorang pemilik channel Youtube mengunggah video yang diambil dari cuplikan tayangan breaking news TvOne mengenai kejadian penyerangan Menko Polhukam, Wiranto. Pada video unggahannya tersebut kemudian diberi narasi “Iinalilahiwainairojiun telah meninggal dunia bpk wiranto selamat jln bpk wiranto”. Faktanya dilansir dari cekfakta Liputan6.com, video tersebut adalah hoaks. Video dengan narasi ""inalilahiwainairojiun telah meninggal dunia bpk wiranto selamat jln bpk wiranto"" sama sekali tidak menggambarkan cuplikan breaking news yang ditayangkan oleh tvOne. Judul tersebut juga dusta belaka, tidak menggambarkan kondisi Menko Polhukam Wiranto yang saat ini dalam kondisi stabil dan sadar di Rumah Sakit Pusat Angkatan Darat Gatot Soebroto Jakarta Pusat.Link Counter :https://www.liputan6.com/cek-fakta/read/4083988/cek-fakta-video-berjudul-telah-meninggal-dunia-bapak-wiranto-adalah-hoakshttps://news.detik.com/video/191010032/detik-detik-menkopolhukam-wiranto-diserang-seorang-pri"
